id,part_number,label,category,moved_to
p/t01q0702.dat,t01q0702,Torus Tube  1 x 0.0702 x 1.0,Torus,False
p/1-4cyls.dat,1-4cyls,Cylinder Sloped 0.25,Cylinder,False
p/axleconnect.dat,axleconnect,Technic Axle to Connector Hole Perpendicular Joint 0.5,Technic,False
p/type-swiss721bt-bold-uc.dat,type-swiss721bt-bold-uc,"Type Swiss721BT Upper Case ""C"" Bold",Type,False
p/1-4rin34.dat,1-4rin34,Ring 34 x 0.25,Ring,False
p/2-4ring43.dat,2-4ring43,Ring 43 x 0.5,Ring,False
p/stu24f3n.dat,stu24f3n,,,"0 ~Moved to 8\stud4f3n
"
p/1-4rin12.dat,1-4rin12,Ring 12 x 0.25,Ring,False
p/rect2p.dat,rect2p,Rectangle with 2 Parallel Edges,Rectangle,False
p/4-4cylse.dat,4-4cylse,Cylinder Sloped 1.0 with Edge,Cylinder,False
p/stug3.dat,stug3,,,"0 ~Moved to stug-3x3
"
p/4-4cylc.dat,4-4cylc,Cylinder Closed 1.0,Cylinder,False
p/stug4a.dat,stug4a,,,"0 ~Moved to stug2-4x4
"
p/clip11.dat,clip11,Top Clip with Rounded Tips,Top,False
p/4-4con24.dat,4-4con24,Cone 24 x 1.0,Cone,False
p/stug3-1x2.dat,stug3-1x2,Stud Tube Solid Group  1 x  2,Stud,False
p/stug3-1x5.dat,stug3-1x5,Stud Tube Solid Group  1 x  5,Stud,False
p/npeghol17.dat,npeghol17,Technic Peg Hole Negative with Cut Corners,Technic,False
p/box5-2p.dat,box5-2p,Box with 5 Faces without 2 Parallel Edges,Box,False
p/type-swiss721bt-bold-us.dat,type-swiss721bt-bold-us,"Type Swiss721BT Upper Case ""S"" Bold",Type,False
p/stug7-6x6.dat,stug7-6x6,Stud Duplo Open Group  6 x  6,Stud,False
p/3-8con7.dat,3-8con7,Cone  7 x 0.375,Cone,False
p/3-4ring8.dat,3-4ring8,Ring  8 x 0.75,Ring,False
p/1-4rin11.dat,1-4rin11,Ring 11 x 0.25,Ring,False
p/knob1.dat,knob1,Minifig Arm Knob,Minifig,False
p/2-4ring32.dat,2-4ring32,Ring 32 x 0.5,Ring,False
p/t04i2258.dat,t04i2258,Torus Inside  1 x 0.2258 x 0.25,Torus,False
p/stug2-12x1.dat,stug2-12x1,Stud Open Group 12 x  1,Stud,False
p/t04o2500.dat,t04o2500,Torus Outside  1 x 0.2500 x 0.25,Torus,False
p/4-4con11.dat,4-4con11,Cone 11 x 1.0,Cone,False
p/stug-5x1.dat,stug-5x1,Stud Group  5 x  1,Stud,False
p/t04o0625.dat,t04o0625,Torus Outside  1 x 0.0625 x 0.25,Torus,False
p/stu216.dat,stu216,,,"0 ~Moved to 8\stud16
"
p/2-4ring37.dat,2-4ring37,Ring 37 x 0.5,Ring,False
p/box3-12.dat,box3-12,Box with 3 Adjacent Faces without Any Edges,Box,False
p/stu217.dat,stu217,,,"0 ~Moved to 8\stud17
"
p/stud25.dat,stud25,Stud Quatro Tube Open,Stud,False
p/clh3.dat,clh3,Click Lock Hinge Single Finger for Arms,Click,False
p/tri3u1.dat,tri3u1,Triangular Prism with 3 Faces without 1 Edge,Triangular,False
p/rect.dat,rect,Rectangle,Rectangle,False
p/2-4ring19.dat,2-4ring19,Ring 19 x 0.5,Ring,False
p/2-4cyli2.dat,2-4cyli2,Cylinder 0.5 without Conditional Lines,Cylinder,False
p/t04i0625.dat,t04i0625,Torus Inside  1 x 0.0625 x 0.25,Torus,False
p/stud14.dat,stud14,Stud Quatro,Stud,False
p/1-16cyli.dat,1-16cyli,Cylinder 0.0625,Cylinder,False
p/1-8sphc.dat,1-8sphc,Sphere 0.175 x  1.1414 Cut Off,Sphere,False
p/4-4disc.dat,4-4disc,Disc 1.0,Disc,False
p/3-16con2.dat,3-16con2,Cone  2 x 0.1875,Cone,False
p/1-8ring12.dat,1-8ring12,Ring 12 x 0.125,Ring,False
p/4-4con46.dat,4-4con46,Cone 46 x 1.0,Cone,False
p/t01o4286.dat,t01o4286,Torus Outside  1 x 0.4286 x 1,Torus,False
p/2-4cylj1x1.dat,2-4cylj1x1,Cylinder 0.5 Junction,Cylinder,False
p/t08o2000.dat,t08o2000,Torus Outside  1 x 0.2000 x 0.125,Torus,False
p/wpin2.dat,wpin2,Wheel Holding Pin with 2 Fillets,Wheel,False
p/3-8ndis.dat,3-8ndis,Disc Negative 0.375,Disc,False
p/stud4f1n.dat,stud4f1n,Stud Tube Open with  1 Fillet Narrow,Stud,False
p/1-16rin2.dat,1-16rin2,Ring  2 x 0.0625,Ring,False
p/4-4con6.dat,4-4con6,Cone  6 x 1.0,Cone,False
p/1-4rin38.dat,1-4rin38,Ring 38 x 0.25,Ring,False
p/axl2hole.dat,axl2hole,Technic Axle Hole Reduced Closed,Technic,False
p/1-16edge.dat,1-16edge,Circle 0.0625,Circle,False
p/1-8con27.dat,1-8con27,Cone 27 x 0.125,Cone,False
p/stug-1x3.dat,stug-1x3,Stud Group  1 x  3,Stud,False
p/4-4rin36.dat,4-4rin36,Ring 36 x 1.0,Ring,False
p/znap5.dat,znap5,Znap Between Pegholes 5,Znap,False
p/1-8rin18.dat,1-8rin18,Ring 18 x 0.125,Ring,False
p/npeghol16.dat,npeghol16,Technic Peg Hole Corner 0.125,Technic,False
p/1-8rin39.dat,1-8rin39,Ring 39 x 0.125,Ring,False
p/type-swiss721bt-bold-lm.dat,type-swiss721bt-bold-lm,"Type Swiss721BT Lower Case ""m"" Bold",Type,False
p/t01i3333.dat,t01i3333,Torus Inside  1 x 0.3333 x 1,Torus,False
p/4-4con2.dat,4-4con2,Cone  2 x 1.0,Cone,False
p/stud10.dat,stud10,Stud Truncated Laterally Curved 40D for Round  2 x  2 Parts,Stud,False
p/stud23.dat,stud23,Stud Tube Open Square,Stud,False
p/1-4con6.dat,1-4con6,Cone  6 x 0.25,Cone,False
p/znap6.dat,znap6,Znap Beam End,Znap,False
p/4-4rin15.dat,4-4rin15,Ring 15 x 1.0,Ring,False
p/connect5.dat,connect5,Technic Pin 1.0 with Base Collar and Slots,Technic,False
p/stug4-1x2.dat,stug4-1x2,Stud Tube Open Group  1 x  2,Stud,False
p/4-4ring5.dat,4-4ring5,Ring  5 x 1.0,Ring,False
p/7-8ring8.dat,7-8ring8,Ring  8 x 0.875,Ring,False
p/stud2s.dat,stud2s,Stud Tube Open Sliced,Stud,False
p/1-16rin4.dat,1-16rin4,Ring  4 x 0.0625,Ring,False
p/type-swiss721bt-bold-n2.dat,type-swiss721bt-bold-n2,"Type Swiss721BT Number ""2"" Bold",Type,False
p/bush1.dat,bush1,Technic Bush Collar 0.25,Technic,False
p/2-4cylc.dat,2-4cylc,Cylinder Closed 0.5,Cylinder,False
p/axl2hol8.dat,axl2hol8,Technic Axle Hole Reduced Perimeter,Technic,False
p/stug7-1x6.dat,stug7-1x6,Stud Duplo Open Group  1 x  6,Stud,False
p/npeghol12.dat,npeghol12,Technic Peg Hole with Extended Perimeter (One Side) and Surface,Technic,False
p/tooth8.dat,tooth8,Single Tooth for Technic Gear  8 Tooth,Single,False
p/t04o6667.dat,t04o6667,Torus Outside  1 x 0.6667 x 0.25,Torus,False
p/7-8rin16.dat,7-8rin16,Ring 16 x 0.875,Ring,False
p/7-8cyli.dat,7-8cyli,Cylinder 0.875,Cylinder,False
p/11-16cyli.dat,11-16cyli,Cylinder 0.6875,Cylinder,False
p/7-16ring6.dat,7-16ring6,Ring  6 x 0.4375,Ring,False
p/t04o1765.dat,t04o1765,Torus Outside  1 x 0.1765 x 0.25,Torus,False
p/4-4cyl1sph2.dat,4-4cyl1sph2,Cylinder  1 LDU Truncated to Fit Sphere  2 LDU,Cylinder,False
p/3-8ring6.dat,3-8ring6,Ring  6 x 0.375,Ring,False
p/tri3a1.dat,tri3a1,Triangular Prism with 3 Adjacent Faces without 1 Edge,Triangular,False
p/type-swiss721bt-bold-ul.dat,type-swiss721bt-bold-ul,"Type Swiss721BT Upper Case ""L"" Bold",Type,False
p/1-8edge.dat,1-8edge,Circle 0.125,Circle,False
p/t04i5455.dat,t04i5455,Torus Inside  1 x 0.5455 x 0.25,Torus,False
p/1-16rin1.dat,1-16rin1,Ring  1 x 0.0625,Ring,False
p/4-4rin43.dat,4-4rin43,Ring 43 x 1.0,Ring,False
p/t16i0909.dat,t16i0909,Torus Inside  1 x 0.0909 x 0.0625,Torus,False
p/stug2-1x8.dat,stug2-1x8,Stud Open Group  1 x  8,Stud,False
p/4-4con13.dat,4-4con13,Cone 13 x 1.0,Cone,False
p/box4-7a.dat,box4-7a,Box with 4 Faces without 7 Adjacent Edges,Box,False
p/stu210.dat,stu210,,,"0 ~Moved to 8\stud10
"
p/3-16rin7.dat,3-16rin7,Ring  7 x 0.1875,Ring,False
p/stud20.dat,stud20,Stud Duplo,Stud,False
p/typestn0.dat,typestn0,Type Stencil Number 0,Type,False
p/studline.dat,studline,Stud Placeholder (SuperFast-Draw),Stud,False
p/stud4f3n.dat,stud4f3n,Stud Tube Open with  3 Fillets Narrow,Stud,False
p/stu24f2w.dat,stu24f2w,,,"0 ~Moved to 8\stud4f2w
"
p/4-4rin77.dat,4-4rin77,Ring 77 x 1.0,Ring,False
p/1-4rin17.dat,1-4rin17,Ring 17 x 0.25,Ring,False
p/fric.dat,fric,Technic Pin Friction Rib Short with Rounded End,Technic,False
p/4-4ring7.dat,4-4ring7,Ring  7 x 1.0,Ring,False
p/stu24f2n.dat,stu24f2n,,,"0 ~Moved to 8\stud4f2n
"
p/stugp01-1x3.dat,stugp01-1x3,Stud with Dot Pattern Group  1 x  3,Stud,False
p/2-4con1.dat,2-4con1,Cone  1 x 0.5,Cone,False
p/3-4cylo.dat,3-4cylo,Cylinder Open 0.75,Cylinder,False
p/type-swiss721bt-bold-uo.dat,type-swiss721bt-bold-uo,"Type Swiss721BT Upper Case ""O"" Bold",Type,False
p/h2.dat,h2,Hinge Plate 3 Fingers,Hinge,False
p/studel.dat,studel,Stud with Electric Contact,Stud,False
p/clh9.dat,clh9,Click Lock Hinge Single Finger for Plate Top with Groove,Click,False
p/stu27.dat,stu27,,,"0 ~Moved to 8\stud7
"
p/slotm.dat,slotm,Mursten Brick Slot,Mursten,False
p/7-16ring17.dat,7-16ring17,Ring 17 x 0.4375,Ring,False
p/4-4con9.dat,4-4con9,Cone  9 x 1.0,Cone,False
p/typestut.dat,typestut,Type Stencil Upper Case T,Type,False
p/3-4cylc.dat,3-4cylc,Cylinder Closed 0.75,Cylinder,False
p/1-16disc.dat,1-16disc,Disc 0.0625,Disc,False
p/stu2x.dat,stu2x,,,"0 ~Moved to 8\studx
"
p/znap2.dat,znap2,Znap Between Pegholes 2 Half,Znap,False
p/stug4-1x6.dat,stug4-1x6,Stud Tube Open Group  1 x  6,Stud,False
p/stu24f5n.dat,stu24f5n,,,"0 ~Moved to 8\stud4f5n
"
p/confric6.dat,confric6,Technic Friction Pin 1.0 Slotted without Base Collar,Technic,False
p/3-8con6.dat,3-8con6,Cone  6 x 0.375,Cone,False
p/type-swiss721bt-bold-au.dat,type-swiss721bt-bold-au,"Type Swiss721BT Upper Case ""Ã"" Bold",Type,False
p/stug3-1x8.dat,stug3-1x8,Stud Tube Solid Group  1 x  8,Stud,False
p/stu24a.dat,stu24a,,,"0 ~Moved to 8\stud4a
"
p/13-16chr.dat,13-16chr,,,"0 ~Moved to 13-16chrd
"
p/t04ounit.dat,t04ounit,,,"0 ~Moved to r04o1000
"
p/stu212.dat,stu212,,,"0 ~Moved to 8\stud12
"
p/1-4edgh.dat,1-4edgh,Cylinder Helical Edge 0.25,Cylinder,False
p/t04o6250.dat,t04o6250,Torus Outside  1 x 0.6250 x 0.25,Torus,False
p/typestur.dat,typestur,Type Stencil Upper Case R,Type,False
p/1-4cyli.dat,1-4cyli,Cylinder 0.25,Cylinder,False
p/4-4rin18.dat,4-4rin18,Ring 18 x 1.0,Ring,False
p/toothb14.dat,toothb14,Single Tooth for Technic Bevel Gear 14 Tooth,Single,False
p/stug3-1x4.dat,stug3-1x4,Stud Tube Solid Group  1 x  4,Stud,False
p/5-16ndis.dat,5-16ndis,Disc Negative 0.3125,Disc,False
p/3-8con19.dat,3-8con19,Cone 19 x 0.375,Cone,False
p/connect.dat,connect,Technic Pin 1.0 with Base Collar,Technic,False
p/3-16ring13.dat,3-16ring13,Ring 13 x 0.1875,Ring,False
p/stug4-1x7.dat,stug4-1x7,Stud Tube Open Group  1 x  7,Stud,False
p/stu223.dat,stu223,,,"0 ~Moved to 8\stud23
"
p/stug4-1x9.dat,stug4-1x9,Stud Tube Open Group  1 x  9,Stud,False
p/4-4rin39.dat,4-4rin39,Ring 39 x 1.0,Ring,False
p/stug-1x5.dat,stug-1x5,Stud Group  1 x  5,Stud,False
p/2-4cyli.dat,2-4cyli,Cylinder 0.5,Cylinder,False
p/stug-7x7.dat,stug-7x7,Stud Group  7 x  7,Stud,False
p/stu213.dat,stu213,,,"0 ~Moved to 8\stud13
"
p/filletr0s.dat,filletr0s,Fillet Reinforced 3 LDU Inter-Stud,Fillet,False
p/stug20-2x2.dat,stug20-2x2,Stud Duplo Group  2 x  2,Stud,False
p/stu22s2.dat,stu22s2,,,"0 ~Moved to 8\stud2s2
"
p/stu22a.dat,stu22a,,,"0 ~Moved to 8\stud2a
"
p/stug-2x2.dat,stug-2x2,Stud Group  2 x  2,Stud,False
p/1-8ring3.dat,1-8ring3,Ring  3 x 0.125,Ring,False
p/arm2.dat,arm2,Hinge Arm 3 Finger without Ribs with Round Middle Finger ,Hinge,False
p/1-4rin50.dat,1-4rin50,Ring 50 x 0.25,Ring,False
p/box4o8a.dat,box4o8a,Box with 4 Faces (2 Parallel Pairs) without Top and Bottom Edges,Box,False
p/axleho10.dat,axleho10,Technic Axle Hole Tooth Surface,Technic,False
p/ring7.dat,ring7,,,"0 ~Moved to 4-4ring7
"
p/stug20-1x5.dat,stug20-1x5,Stud Duplo Group  1 x  5,Stud,False
p/1-8rin15.dat,1-8rin15,Ring 15 x 0.125,Ring,False
p/3-16cyli2.dat,3-16cyli2,Cylinder 0.1875 without Conditional Lines,Cylinder,False
p/type-swiss721bt-bold-ur.dat,type-swiss721bt-bold-ur,"Type Swiss721BT Upper Case ""R"" Bold",Type,False
p/1-4rin16.dat,1-4rin16,Ring 16 x 0.25,Ring,False
p/4-4con30.dat,4-4con30,Cone 30 x 1.0,Cone,False
p/1-8ring33.dat,1-8ring33,Ring 33 x 0.125,Ring,False
p/typestuh.dat,typestuh,Type Stencil Upper Case H,Type,False
p/stug2-6x1.dat,stug2-6x1,Stud Open Group  6 x  1,Stud,False
p/handle.dat,handle,Handle for Flat Shields,Handle,False
p/2-4ring4.dat,2-4ring4,Ring  4 x 0.5,Ring,False
p/studa.dat,studa,Stud without Base Edges,Stud,False
p/3-16ri12.dat,3-16ri12,,,"0 ~Moved to 3-16ring12
"
p/stug-1x11.dat,stug-1x11,Stud Group  1 x 11,Stud,False
p/stu25.dat,stu25,,,"0 ~Moved to 8\stud5
"
p/t04o3077.dat,t04o3077,Torus Outside  1 x 0.3077 x 0.25,Torus,False
p/7-16ring9.dat,7-16ring9,Ring  9 x 0.4375,Ring,False
p/4-4rin17.dat,4-4rin17,Ring 17 x 1.0,Ring,False
p/stud2s2e.dat,stud2s2e,Open Stud Extension with 0.5 LDU Inner Stopper Ring,Open,False
p/4-4con33.dat,4-4con33,Cone 33 x 1.0,Cone,False
p/t04o7500.dat,t04o7500,Torus Outside  1 x 0.7500 x 0.25,Torus,False
p/t01o0556.dat,t01o0556,Torus Outside  1 x 0.0556 x 1,Torus,False
p/2-4ring44.dat,2-4ring44,Ring 44 x 0.5,Ring,False
p/r04o3000.dat,r04o3000,Torus Outside  1 x 3.0000 x 0.25,Torus,False
p/4-4con61.dat,4-4con61,Cone 61 x 1.0,Cone,False
p/stu212a.dat,stu212a,,,"0 ~Moved to 8\stud12a
"
p/tootb28.dat,tootb28,Single Tooth for Technic Bevel Gear 28 Tooth,Single,False
p/triangle.dat,triangle,Triangle,Triangle,False
p/1-16ndis.dat,1-16ndis,Disc Negative 0.0625,Disc,False
p/type-swiss721bt-bold-um.dat,type-swiss721bt-bold-um,"Type Swiss721BT Upper Case ""M"" Bold",Type,False
p/7-8ndis.dat,7-8ndis,Disc Negative 0.875,Disc,False
p/2-4con19.dat,2-4con19,Cone 19 x 0.5,Cone,False
p/5-8ring3.dat,5-8ring3,Ring  3 x 0.625,Ring,False
p/1-8cylh.dat,1-8cylh,Cylinder Helical 0.125,Cylinder,False
p/r08q1000.dat,r08q1000,Torus Tube  1 x 1.0000 x 0.125,Torus,False
p/stug-1x9.dat,stug-1x9,Stud Group  1 x  9,Stud,False
p/stug-9x9.dat,stug-9x9,Stud Group  9 x  9,Stud,False
p/3-8ring7.dat,3-8ring7,Ring  7 x 0.375,Ring,False
p/2-4rin22.dat,2-4rin22,Ring 22 x 0.5,Ring,False
p/filstud3.dat,filstud3,Stud Filler with 3 Ribs for Hollow Studs,Stud,False
p/stud16.dat,stud16,Stud Tube Open Split,Stud,False
p/stud6a.dat,stud6a,Stud Open For Round 2x2 Parts without Base Edges,Stud,False
p/t16q5000.dat,t16q5000,Torus Tube  1 x 0.5000 x 0.0625,Torus,False
p/2-4con8.dat,2-4con8,Cone  8 x 0.5,Cone,False
p/4-4ring8.dat,4-4ring8,Ring  8 x 1.0,Ring,False
p/3-4edge.dat,3-4edge,Circle 0.75,Circle,False
p/typestui.dat,typestui,Type Stencil Upper Case I,Type,False
p/3-8cyls.dat,3-8cyls,Cylinder Sloped 0.375,Cylinder,False
p/clip9.dat,clip9,Clip Vertical (Thin C-Clip),Clip,False
p/stug20-1x6.dat,stug20-1x6,Stud Duplo Group  1 x  6,Stud,False
p/7-16ring3.dat,7-16ring3,Ring  3 x 0.4375,Ring,False
p/1-4con18.dat,1-4con18,Cone 18 x 0.25,Cone,False
p/1-4rin13.dat,1-4rin13,Ring 13 x 0.25,Ring,False
p/11-16edge.dat,11-16edge,Circle 0.6875,Circle,False
p/1-4con2.dat,1-4con2,Cone  2 x 0.25,Cone,False
p/stug9.dat,stug9,,,"0 ~Moved to stug-9x9
"
p/plug34.dat,plug34,Electric Plug Pin for Plug Type 3 and Type 4,Electric,False
p/filletr1n.dat,filletr1n,Fillet Reinforced 2 LDU to Side-Wall,Fillet,False
p/t01i6000.dat,t01i6000,Torus Inside  1 x 0.6000 x 1,Torus,False
p/clh5.dat,clh5,Click Lock Hinge Half Dual Finger for Arms,Click,False
p/stu24.dat,stu24,,,"0 ~Moved to 8\stud4
"
p/1-4cylc2.dat,1-4cylc2,Cylinder Closed  0.25 without Edges and Conditional Lines,Cylinder,False
p/toothr.dat,toothr,Single Tooth for Technic Gear Racks,Single,False
p/t01i1579.dat,t01i1579,Torus Inside  1 x 0.1579 x  1,Torus,False
p/stug2-1x12.dat,stug2-1x12,Stud Open Group  1 x 12,Stud,False
p/axl3hole.dat,axl3hole,Technic Axle Hole Semi-Reduced,Technic,False
p/duplohol.dat,duplohol,Duplo Train Track Connector Female,Duplo,False
p/r04o2000.dat,r04o2000,Torus Outside  1 x 2.0000 x 0.25,Torus,False
p/box3#8p.dat,box3#8p,Obsolete file,Obsolete,False
p/stud3a.dat,stud3a,Stud Tube Solid without Base Edges ,Stud,False
p/confric5.dat,confric5,Technic Friction Pin 1.0 Slotted with Split Base Collar,Technic,False
p/stud17.dat,stud17,Stud Open For Octagonal Parts,Stud,False
p/stug-7x1.dat,stug-7x1,Stud Group  7 x  1,Stud,False
p/stud4.dat,stud4,Stud Tube Open,Stud,False
p/7-8edge.dat,7-8edge,Circle 0.875,Circle,False
p/stud4s.dat,stud4s,Stud Tube Open Sloped,Stud,False
p/joint8socket2.dat,joint8socket2,Joint-8 Socket Free Square,Joint-8,False
p/t02o4286.dat,t02o4286,Torus Outside  1 x 0.4286 x 0.5,Torus,False
p/stud12.dat,stud12,Stud Underside Cross,Stud,False
p/3-16cylh.dat,3-16cylh,Cylinder Helical 0.1875,Cylinder,False
p/stud7a.dat,stud7a,Stud Duplo Open without Base Edge,Stud,False
p/4-4rin48.dat,4-4rin48,Ring 48 x 1.0,Ring,False
p/2-4rin25.dat,2-4rin25,Ring 25 x 0.5,Ring,False
p/t01o3810.dat,t01o3810,Torus Outside  1 x 0.3810 x 1,Torus,False
p/4-4con35.dat,4-4con35,Cone 35 x 1.0,Cone,False
p/4-4con25.dat,4-4con25,Cone 25 x 1.0,Cone,False
p/bushloc4.dat,bushloc4,Bush Lock 4,Bush,False
p/4-4con5.dat,4-4con5,Cone  5 x 1.0,Cone,False
p/3-16ri14.dat,3-16ri14,,,"0 ~Moved to 3-16ring14
"
p/typests4.dat,typests4,Type Stencil Symbol Dollar,Type,False
p/1-8disc.dat,1-8disc,Disc 0.125,Disc,False
p/stud15.dat,stud15,Stud Truncated Laterally Straight 40D for Round  2 x  2 Parts,Stud,False
p/t01i3600.dat,t01i3600,Torus Inside  1 x 0.3600 x 1,Torus,False
p/3-16ring14.dat,3-16ring14,Ring 14 x 0.1875,Ring,False
p/box2-9p.dat,box2-9p,Box with 2 Faces with 3 Parallel Edges,Box,False
p/t04o1304.dat,t04o1304,Torus Outside  1 x 0.1304 x 0.25,Torus,False
p/1-4tang.dat,1-4tang,Disc Negative Tangent 0.25,Disc,False
p/stug20-7x1.dat,stug20-7x1,Stud Duplo Group  7 x  1,Stud,False
p/1-8con1.dat,1-8con1,Cone  1 x 0.125,Cone,False
p/1-8tang.dat,1-8tang,Disc Negative Tangent 0.125,Disc,False
p/t04o3750.dat,t04o3750,Torus Outside  1 x 0.3750 x 0.25,Torus,False
p/npeghol15.dat,npeghol15,Technic Peg Hole Corner 0.25,Technic,False
p/npeghol7a.dat,npeghol7a,Technic Peg Hole Negative 0.5 with Top Surface Extensions,Technic,False
p/t02o2000.dat,t02o2000,Torus Outside  1 x 0.2000 x 0.5,Torus,False
p/filletr2s.dat,filletr2s,Fillet Reinforced 3 LDU to Corner-Walls,Fillet,False
p/5-8ring2.dat,5-8ring2,Ring  2 x 0.625,Ring,False
p/3-16con9.dat,3-16con9,Cone  9 x 0.1875,Cone,False
p/1-4con23.dat,1-4con23,Cone 23 x 0.25,Cone,False
p/2-4rin30.dat,2-4rin30,Ring 30 x 0.5,Ring,False
p/4-4rin32.dat,4-4rin32,Ring 32 x 1.0,Ring,False
p/t04o1667.dat,t04o1667,Torus Outside  1 x 0.1667 x 0.25,Torus,False
p/4-4ring2.dat,4-4ring2,Ring  2 x 1.0,Ring,False
p/stug2-10x1.dat,stug2-10x1,Stud Open Group 10 x  1,Stud,False
p/4-4con18.dat,4-4con18,Cone 18 x 1.0,Cone,False
p/type-swiss721bt-bold-n0.dat,type-swiss721bt-bold-n0,"Type Swiss721BT Number ""0"" Bold",Type,False
p/1-8ndis.dat,1-8ndis,Disc Negative 0.125,Disc,False
p/stud4f2s.dat,stud4f2s,Stud Tube Open with  2 Fillets Standard Opposite,Stud,False
p/1-8rin23.dat,1-8rin23,Ring 23 x 0.125,Ring,False
p/13-16edge.dat,13-16edge,Circle 0.8125,Circle,False
p/4-4rin40.dat,4-4rin40,Ring 40 x 1.0,Ring,False
p/axlecaph.dat,axlecaph,Axle Endcap with Hole 4D,Axle,False
p/3-4ring5.dat,3-4ring5,Ring  5 x 0.75,Ring,False
p/tooth16.dat,tooth16,Single Tooth for Technic Gear 16 Tooth and 24 Tooth clutch,Single,False
p/stu218a.dat,stu218a,,,"0 ~Moved to 8\stud18a
"
p/daxle.dat,daxle,Duplo Axle,Duplo,False
p/stug4-1x5.dat,stug4-1x5,Stud Tube Open Group  1 x  5,Stud,False
p/stug2-1x2.dat,stug2-1x2,Stud Open Group  1 x  2,Stud,False
p/tooth8a.dat,tooth8a,Single Tooth for Technic Gear  8 Tooth Reinforced,Single,False
p/stu22s.dat,stu22s,,,"0 ~Moved to 8\stud2s
"
p/t02q3333.dat,t02q3333,Torus Tube  1 x 0.3333 x 0.5,Torus,False
p/axlehol6.dat,axlehol6,Technic Axle Hole Tooth,Technic,False
p/1-8ring7.dat,1-8ring7,Ring  7 x 0.125,Ring,False
p/2-4con0.dat,2-4con0,Cone  0 x 0.5,Cone,False
p/1-8cyls.dat,1-8cyls,Cylinder Sloped 0.125,Cylinder,False
p/1-8rin19.dat,1-8rin19,Ring 19 x 0.125,Ring,False
p/t01i0714.dat,t01i0714,Torus Inside  1 x 0.0714 x 1,Torus,False
p/4-4rin29.dat,4-4rin29,Ring 29 x 1.0,Ring,False
p/1-4ring8.dat,1-4ring8,Ring  8 x 0.25,Ring,False
p/1-4con13.dat,1-4con13,Cone 13 x 0.25,Cone,False
p/4-4rin47.dat,4-4rin47,Ring 47 x 1.0,Ring,False
p/box5.dat,box5,Box with 5 Faces and All Edges,Box,False
p/4-4con7.dat,4-4con7,Cone  7 x 1.0,Cone,False
p/1-4rin14.dat,1-4rin14,Ring 14 x 0.25,Ring,False
p/1-4cylc3.dat,1-4cylc3,Cylinder Closed 0.25 without Top or Bottom Edge Lines,Cylinder,False
p/1-16ri19.dat,1-16ri19,,,"0 ~Moved to 1-16ring19
"
p/3-8ring3.dat,3-8ring3,Ring  3 x 0.375,Ring,False
p/npeghol5.dat,npeghol5,Technic Peg Hole 0.5 / Axle Hole Negative with Top Surface Ext.,Technic,False
p/t04o8750.dat,t04o8750,Torus Outside  1 x 0.8750 x 0.25,Torus,False
p/5-16chrd.dat,5-16chrd,Chord 0.3125,Chord,False
p/clip4.dat,clip4,Clip for Roadsign and Click-Hinge,Clip,False
p/tri3.dat,tri3,Triangular Prism with 2 Square Faces and 1 Rectangular Face,Triangular,False
p/studx.dat,studx,Stud Cross,Stud,False
p/rect1.dat,rect1,Rectangle with 1 Edge,Rectangle,False
p/npeghol6b.dat,npeghol6b,Technic Peg Hole Negative with Middle Tab 0.25,Technic,False
p/type-swiss721bt-bold-lk.dat,type-swiss721bt-bold-lk,"Type Swiss721BT Lower Case ""k"" Bold",Type,False
p/3-8con10.dat,3-8con10,Cone 10 x 0.375,Cone,False
p/typestun.dat,typestun,Type Stencil Upper Case N,Type,False
p/stug4-1x4.dat,stug4-1x4,Stud Tube Open Group  1 x  4,Stud,False
p/typestuo.dat,typestuo,Type Stencil Upper Case O,Type,False
p/4-4rin37.dat,4-4rin37,Ring 37 x 1.0,Ring,False
p/7-8disc.dat,7-8disc,Disc 0.875,Disc,False
p/stug20-8x8.dat,stug20-8x8,Stud Duplo Group  8 x  8,Stud,False
p/3-8rin12.dat,3-8rin12,Ring 12 x 0.375,Ring,False
p/box3u6.dat,box3u6,Box with 3 Faces without 6 Edges,Box,False
p/dnpeghole.dat,dnpeghole,Duplo Peg Hole Negative,Duplo,False
p/4-4rin46.dat,4-4rin46,Ring 46 x 1.0,Ring,False
p/5-16cyli2.dat,5-16cyli2,Cylinder 0.3125 without Conditional Lines,Cylinder,False
p/7-8rin15.dat,7-8rin15,Ring 15 x 0.875,Ring,False
p/stud13.dat,stud13,Stud Truncated Laterally Straight 38D for Electric Light & Sound Brick  2 x  2 x  1.333,Stud,False
p/box3u7a.dat,box3u7a,Box with 3 Faces without 7 Adjacent Edges,Box,False
p/t16o1429.dat,t16o1429,Torus Outside  1 x 0.1429 x 0.0625,Torus,False
p/t08o6250.dat,t08o6250,Torus Outside  1 x 0.6250 x 0.125,Torus,False
p/3-16con5.dat,3-16con5,Cone  5 x 0.1875,Cone,False
p/stug2-1x3.dat,stug2-1x3,Stud Open Group  1 x  3,Stud,False
p/2-4con13.dat,2-4con13,Cone 13 x 0.5,Cone,False
p/peghole2.dat,peghole2,Peg Hole End Extended,Peg,False
p/stu2p01.dat,stu2p01,,,"0 ~Moved to 8\studp01
"
p/2-4rin12.dat,2-4rin12,Ring 12 x 0.5,Ring,False
